TOWN_NM,VILL_NM,DPP,KMT,total_vote,eligible_vote,HSN_NM,year
　三地門鄉,大社村,2,0,4,20,屏東縣,2008
　三地門鄉,德文村,3,0,5,14,屏東縣,2008
　三地門鄉,達來村,1,0,2,8,屏東縣,2008
　三地門鄉,三地村,2,0,34,79,屏東縣,2008
　三地門鄉,賽嘉村,3,0,14,38,屏東縣,2008
　三地門鄉,口社村,2,0,20,39,屏東縣,2008
　三地門鄉,馬兒村,1,0,4,11,屏東縣,2008
　三地門鄉,安坡村,4,0,19,33,屏東縣,2008
　三地門鄉,青山村,3,0,19,63,屏東縣,2008
　三地門鄉,青葉村,1,0,19,44,屏東縣,2008
　霧臺鄉,霧臺村,2,0,6,18,屏東縣,2008
　霧臺鄉,吉露村,0,0,1,2,屏東縣,2008
　霧臺鄉,阿禮村,0,0,0,3,屏東縣,2008
　霧臺鄉,大武村,2,0,5,13,屏東縣,2008
　霧臺鄉,佳暮村,0,0,1,5,屏東縣,2008
　霧臺鄉,好茶村,1,0,3,6,屏東縣,2008
　九如鄉,九清村,594,0,942,1509,屏東縣,2008
　九如鄉,九塊村,465,0,829,1265,屏東縣,2008
